branch,district,yr_applied,mo_applied,product,population,poverty,price,count,loan_per_branch,agg_date,pop_wt,weighted_loans_bybranchprod,weighted_count_bybranchprod
"Gauribidanur","Chikkaballapura",2017,5,"SolarLight",243122,1.6,193,2,386,"2017-05-01",.6863244,264.9212,1.372649
"Gauribidanur","Chikkaballapura",2017,5,"CookStove",243122,1.6,264.5,96.5,25524.25,"2017-05-01",.6863244,17517.91,66.2303
"Gauribidanur","Chikkaballapura",2017,6,"CookStove",243122,1.6,264.5,77,20366.5,"2017-06-01",.6863244,13978.03,52.84698
"Gauribidanur","Chikkaballapura",2018,1,"CookStove",243122,1.6,264.5,16.5,4364.25,"2018-01-01",.6863244,2995.291,11.32435
"Gauribidanur","Chikkaballapura",2017,10,"CookStove",243122,1.6,264.5,17.5,4628.75,"2017-10-01",.6863244,3176.824,12.01068
"Gauribidanur","Chikkaballapura",2016,12,"CookStove",243122,1.6,278.5,7.5,2088.75,"2016-12-01",.6863244,1433.56,5.147433
"Gauribidanur","Chikkaballapura",2017,12,"CookStove",243122,1.6,133,7,931,"2017-12-01",.6863244,638.968,4.804271
"Gauribidanur","Chikkaballapura",2017,1,"CookStove",243122,1.6,278.5,25,6962.5,"2017-01-01",.6863244,4778.533,17.15811
"Gauribidanur","Chikkaballapura",2018,7,"CookStove",243122,1.6,396,5,1980,"2018-07-01",.6863244,1358.922,3.431622
"Gokak","Belgaum",2017,6,"SolarLight",476448,28.8,410,3,1230,"2017-06-01",1.344995,1654.344,4.034985
"Gokak","Belgaum",2018,7,"CookStove",476448,28.8,396,316,125136,"2018-07-01",1.344995,168307.3,425.0184
"Gokak","Belgaum",2013,6,"GobarGasPlant",476448,28.8,346,1,346,"2013-06-01",1.344995,465.3683,1.344995
"Gokak","Belgaum",2013,5,"GobarGasPlant",476448,28.8,349,3,1047,"2013-05-01",1.344995,1408.21,4.034985
"Gokak","Belgaum",2012,7,"GobarGasPlant",476448,28.8,10,1,10,"2012-07-01",1.344995,13.44995,1.344995
"Gokak","Belgaum",2015,8,"SolarLight",476448,28.8,397.6667,4.666667,1855.778,"2015-08-01",1.344995,2496.012,6.276643
"Gokak","Belgaum",2016,10,"SolarLight",476448,28.8,552.6667,1.333333,736.8889,"2016-10-01",1.344995,991.1119,1.793327
"Gokak","Belgaum",2018,6,"CookStove",476448,28.8,396,184,72864,"2018-06-01",1.344995,98001.72,247.4791
"Gokak","Belgaum",2015,12,"CookStove",476448,28.8,161,3,483,"2015-12-01",1.344995,649.6326,4.034985
"Gokak","Belgaum",2013,4,"GobarGasPlant",476448,28.8,812,1,812,"2013-04-01",1.344995,1092.136,1.344995
"Gokak","Belgaum",2018,6,"SolarLight",476448,28.8,250,2,500,"2018-06-01",1.344995,672.4975,2.68999
"Gokak","Belgaum",2013,9,"GobarGasPlant",476448,28.8,303.5,2,607,"2013-09-01",1.344995,816.412,2.68999
"Gokak","Belgaum",2015,1,"GobarGasPlant",476448,28.8,688,1,688,"2015-01-01",1.344995,925.3566,1.344995
"Gokak","Belgaum",2018,5,"SolarLight",476448,28.8,50,2,100,"2018-05-01",1.344995,134.4995,2.68999
"Gokak","Belgaum",2015,2,"SolarLight",476448,28.8,406,2,812,"2015-02-01",1.344995,1092.136,2.68999
"Gokak","Belgaum",2015,6,"SolarLight",476448,28.8,459.5,2,919,"2015-06-01",1.344995,1236.05,2.68999
"Gokak","Belgaum",2015,10,"CookStove",476448,28.8,161,17,2737,"2015-10-01",1.344995,3681.251,22.86491
"Gokak","Belgaum",2013,11,"GobarGasPlant",476448,28.8,10,1,10,"2013-11-01",1.344995,13.44995,1.344995
"Gokak","Belgaum",2018,7,"SolarLight",476448,28.8,513.3333,2,1026.667,"2018-07-01",1.344995,1380.862,2.68999
"Gokak","Belgaum",2014,8,"CookStove",476448,28.8,346.5,2,693,"2014-08-01",1.344995,932.0815,2.68999
"Gokak","Belgaum",2014,2,"GobarGasPlant",476448,28.8,349,1,349,"2014-02-01",1.344995,469.4033,1.344995
"Gokak","Belgaum",2016,1,"CookStove",476448,28.8,161,3,483,"2016-01-01",1.344995,649.6326,4.034985
"Gokak","Belgaum",2013,2,"GobarGasPlant",476448,28.8,106,2.5,265,"2013-02-01",1.344995,356.4237,3.362488
"Gokak","Belgaum",2014,9,"CookStove",476448,28.8,139,8,1112,"2014-09-01",1.344995,1495.634,10.75996
"Gokak","Belgaum",2017,12,"SolarLight",476448,28.8,434,3.8,1649.2,"2017-12-01",1.344995,2218.166,5.110981
"Gokak","Belgaum",2015,12,"SolarLight",476448,28.8,284.3333,5.166667,1469.056,"2015-12-01",1.344995,1975.872,6.949141
"Gokak","Belgaum",2018,4,"SolarLight",476448,28.8,150,1,150,"2018-04-01",1.344995,201.7493,1.344995
"Gokak","Belgaum",2015,11,"CookStove",476448,28.8,161,8,1288,"2015-11-01",1.344995,1732.354,10.75996
"Gokak","Belgaum",2017,7,"SolarLight",476448,28.8,495,9.75,4826.25,"2017-07-01",1.344995,6491.282,13.1137
"Gokak","Belgaum",2017,9,"SolarLight",476448,28.8,375.75,5.5,2066.625,"2017-09-01",1.344995,2779.6,7.397472
"Gokak","Belgaum",2017,2,"SolarLight",476448,28.8,64,4,256,"2017-02-01",1.344995,344.3187,5.37998
"Gokak","Belgaum",2016,2,"SolarLight",476448,28.8,149.25,1.5,223.875,"2016-02-01",1.344995,301.1107,2.017493
"Gokak","Belgaum",2014,7,"GobarGasPlant",476448,28.8,349,2,698,"2014-07-01",1.344995,938.8065,2.68999
"Gokak","Belgaum",2013,7,"GobarGasPlant",476448,28.8,422,1,422,"2013-07-01",1.344995,567.5879,1.344995
"Gokak","Belgaum",2013,10,"GobarGasPlant",476448,28.8,178,1.5,267,"2013-10-01",1.344995,359.1137,2.017493
"Gokak","Belgaum",2016,6,"SolarLight",476448,28.8,349.4,1.8,628.92,"2016-06-01",1.344995,845.8942,2.420991
"Gokak","Belgaum",2014,1,"GobarGasPlant",476448,28.8,415.75,6,2494.5,"2014-01-01",1.344995,3355.09,8.06997
"Gokak","Belgaum",2018,8,"CookStove",476448,28.8,396,198,78408,"2018-08-01",1.344995,105458.4,266.309
"Gokak","Belgaum",2014,11,"GobarGasPlant",476448,28.8,389.25,1.75,681.1875,"2014-11-01",1.344995,916.1938,2.353741
"Gokak","Belgaum",2016,12,"SolarLight",476448,28.8,134,6,804,"2016-12-01",1.344995,1081.376,8.06997
"Gokak","Belgaum",2012,9,"GobarGasPlant",476448,28.8,349,4.5,1570.5,"2012-09-01",1.344995,2112.315,6.052477
"Gokak","Belgaum",2014,3,"GobarGasPlant",476448,28.8,10,8,80,"2014-03-01",1.344995,107.5996,10.75996
"Gokak","Belgaum",2018,8,"SolarLight",476448,28.8,575.5,10.25,5898.875,"2018-08-01",1.344995,7933.958,13.7862
"Gokak","Belgaum",2018,2,"SolarLight",476448,28.8,537.25,6.5,3492.125,"2018-02-01",1.344995,4696.891,8.742468
"Gokak","Belgaum",2018,3,"SolarLight",476448,28.8,423.6667,3,1271,"2018-03-01",1.344995,1709.489,4.034985
"Gokak","Belgaum",2012,11,"GobarGasPlant",476448,28.8,10,4,40,"2012-11-01",1.344995,53.7998,5.37998
"Gokak","Belgaum",2017,5,"SolarLight",476448,28.8,483,1,483,"2017-05-01",1.344995,649.6326,1.344995
"Gokak","Belgaum",2013,1,"GobarGasPlant",476448,28.8,349,2,698,"2013-01-01",1.344995,938.8065,2.68999
"Gokak","Belgaum",2017,4,"SolarLight",476448,28.8,118,1,118,"2017-04-01",1.344995,158.7094,1.344995
"Gokak","Belgaum",2017,10,"SolarLight",476448,28.8,480.5,1.5,720.75,"2017-10-01",1.344995,969.4052,2.017493
"Gokak","Belgaum",2017,3,"SolarLight",476448,28.8,238,2.25,535.5,"2017-03-01",1.344995,720.2448,3.026239
"Gokak","Belgaum",2016,8,"SolarLight",476448,28.8,426,1.333333,568,"2016-08-01",1.344995,763.9572,1.793327
"Gokak","Belgaum",2015,5,"SolarLight",476448,28.8,10,1,10,"2015-05-01",1.344995,13.44995,1.344995
"Gokak","Belgaum",2015,8,"CookStove",476448,28.8,301.5,23,6934.5,"2015-08-01",1.344995,9326.868,30.93489
"Gokak","Belgaum",2017,11,"SolarLight",476448,28.8,565.25,1.5,847.875,"2017-11-01",1.344995,1140.388,2.017493
"Gokak","Belgaum",2014,8,"GobarGasPlant",476448,28.8,349,1,349,"2014-08-01",1.344995,469.4033,1.344995
"Gokak","Belgaum",2013,12,"GobarGasPlant",476448,28.8,503.3333,2.333333,1174.444,"2013-12-01",1.344995,1579.622,3.138322
"Gokak","Belgaum",2018,9,"GreenwayJumboStoveGJS1",476448,28.8,396,117,46332,"2018-09-01",1.344995,62316.31,157.3644
"Gokak","Belgaum",2014,12,"GobarGasPlant",476448,28.8,349,3,1047,"2014-12-01",1.344995,1408.21,4.034985
"Gokak","Belgaum",2015,1,"SolarLight",476448,28.8,909,1,909,"2015-01-01",1.344995,1222.6,1.344995
"Gokak","Belgaum",2012,12,"GobarGasPlant",476448,28.8,373.3333,5.333333,1991.111,"2012-12-01",1.344995,2678.034,7.173306
"Gokak","Belgaum",2016,9,"SolarLight",476448,28.8,232,2,464,"2016-09-01",1.344995,624.0777,2.68999
"Gokak","Belgaum",2015,9,"SolarLight",476448,28.8,134,15.33333,2054.667,"2015-09-01",1.344995,2763.516,20.62326
"Gokak","Belgaum",2018,9,"SolarLight",476448,28.8,657.6667,8.333333,5480.556,"2018-09-01",1.344995,7371.32,11.20829
"Gokak","Belgaum",2014,6,"GobarGasPlant",476448,28.8,348,1.333333,464,"2014-06-01",1.344995,624.0777,1.793327
"Gokak","Belgaum",2018,1,"SolarLight",476448,28.8,479.5,3,1438.5,"2018-01-01",1.344995,1934.775,4.034985
"Gokak","Belgaum",2014,6,"CookStove",476448,28.8,117,10,1170,"2014-06-01",1.344995,1573.644,13.44995
"Gokak","Belgaum",2015,2,"GobarGasPlant",476448,28.8,10,1,10,"2015-02-01",1.344995,13.44995,1.344995
"Gokak","Belgaum",2015,10,"SolarLight",476448,28.8,270,2.6,702,"2015-10-01",1.344995,944.1865,3.496987
"Gokak","Belgaum",2014,5,"CookStove",476448,28.8,261.5,9,2353.5,"2014-05-01",1.344995,3165.446,12.10495
"Gokak","Belgaum",2014,10,"CookStove",476448,28.8,335.5,2.5,838.75,"2014-10-01",1.344995,1128.115,3.362488
"Gokak","Belgaum",2017,8,"SolarLight",476448,28.8,504.8,3.2,1615.36,"2017-08-01",1.344995,2172.651,4.303984
"Gokak","Belgaum",2014,5,"GobarGasPlant",476448,28.8,346,1,346,"2014-05-01",1.344995,465.3683,1.344995
"Gokak","Belgaum",2014,4,"GobarGasPlant",476448,28.8,688,2,1376,"2014-04-01",1.344995,1850.713,2.68999
"Gokak","Belgaum",2013,8,"GobarGasPlant",476448,28.8,264,1.666667,440,"2013-08-01",1.344995,591.7978,2.241658
"Gokak","Belgaum",2015,11,"SolarLight",476448,28.8,358.75,5.5,1973.125,"2015-11-01",1.344995,2653.843,7.397472
"Gokak","Belgaum",2015,3,"SolarLight",476448,28.8,398.5714,1.714286,683.2653,"2015-03-01",1.344995,918.9884,2.305706
"Gokak","Belgaum",2016,11,"SolarLight",476448,28.8,196,2.5,490,"2016-11-01",1.344995,659.0475,3.362488
"Gokak","Belgaum",2014,9,"GobarGasPlant",476448,28.8,290.5,2.25,653.625,"2014-09-01",1.344995,879.1224,3.026239
"Gokak","Belgaum",2013,3,"GobarGasPlant",476448,28.8,451.5,1.75,790.125,"2013-03-01",1.344995,1062.714,2.353741
"Gokak","Belgaum",2014,11,"CookStove",476448,28.8,161,3,483,"2014-11-01",1.344995,649.6326,4.034985
"Gokak","Belgaum",2015,9,"CookStove",476448,28.8,161,25,4025,"2015-09-01",1.344995,5413.605,33.62487
"Gokak","Belgaum",2016,3,"SolarLight",476448,28.8,909,1,909,"2016-03-01",1.344995,1222.6,1.344995
"Gokak","Belgaum",2014,10,"GobarGasPlant",476448,28.8,240,1,240,"2014-10-01",1.344995,322.7988,1.344995
"Gokak","Belgaum",2016,1,"SolarLight",476448,28.8,397.6667,3.333333,1325.556,"2016-01-01",1.344995,1782.866,4.483316
"Gokak","Belgaum",2015,7,"CookStove",476448,28.8,301.5,8.5,2562.75,"2015-07-01",1.344995,3446.886,11.43246
"Gokak","Belgaum",2015,4,"SolarLight",476448,28.8,10,1,10,"2015-04-01",1.344995,13.44995,1.344995
"Gokak","Belgaum",2015,3,"GobarGasPlant",476448,28.8,349.5,1,349.5,"2015-03-01",1.344995,470.0757,1.344995
"Gokak","Belgaum",2016,2,"CookStove",476448,28.8,161,2,322,"2016-02-01",1.344995,433.0884,2.68999
"Gokak","Belgaum",2012,10,"GobarGasPlant",476448,28.8,349,3,1047,"2012-10-01",1.344995,1408.21,4.034985
"Gokak","Belgaum",2015,7,"SolarLight",476448,28.8,327.75,3.25,1065.188,"2015-07-01",1.344995,1432.672,4.371234
"Gubbi","Tumkur",2015,7,"CookStove",244072,13,161,59,9499,"2015-07-01",.6890062,6544.87,40.65136
"Gubbi","Tumkur",2016,1,"SolarLight",244072,13,893,5.5,4911.5,"2016-01-01",.6890062,3384.054,3.789534
"Gubbi","Tumkur",2018,3,"CookStove",244072,13,264.5,11.5,3041.75,"2018-03-01",.6890062,2095.785,7.923571
"Gubbi","Tumkur",2015,8,"CookStove",244072,13,161,35,5635,"2015-08-01",.6890062,3882.55,24.11522
"Gubbi","Tumkur",2014,8,"SolarLight",244072,13,346.25,9.125,3159.531,"2014-08-01",.6890062,2176.937,6.287181
"Gubbi","Tumkur",2014,3,"GobarGasPlant",244072,13,10,1,10,"2014-03-01",.6890062,6.890062,.6890062
"Gubbi","Tumkur",2018,9,"GreenwayJumboStoveGJS1",244072,13,396,5,1980,"2018-09-01",.6890062,1364.232,3.445031
"Gubbi","Tumkur",2014,11,"CookStove",244072,13,161,29,4669,"2014-11-01",.6890062,3216.97,19.98118
"Gubbi","Tumkur",2016,12,"CookStove",244072,13,278.5,4.5,1253.25,"2016-12-01",.6890062,863.497,3.100528
"Gubbi","Tumkur",2018,7,"CookStove",244072,13,396,20,7920,"2018-07-01",.6890062,5456.929,13.78012
"Gubbi","Tumkur",2015,10,"SolarLight",244072,13,442.5,1.25,553.125,"2015-10-01",.6890062,381.1065,.8612577
"Gubbi","Tumkur",2017,9,"CookStove",244072,13,161,1,161,"2017-09-01",.6890062,110.93,.6890062
"Gubbi","Tumkur",2017,7,"SolarLight",244072,13,207,1.5,310.5,"2017-07-01",.6890062,213.9364,1.033509
"Gubbi","Tumkur",2018,6,"SolarLight",244072,13,417.6667,1.333333,556.8889,"2018-06-01",.6890062,383.6999,.9186749
"Gubbi","Tumkur",2012,8,"GobarGasPlant",244072,13,10,1,10,"2012-08-01",.6890062,6.890062,.6890062
"Gubbi","Tumkur",2017,7,"CookStove",244072,13,278.5,1.5,417.75,"2017-07-01",.6890062,287.8323,1.033509
"Gubbi","Tumkur",2017,11,"CookStove",244072,13,230,4,920,"2017-11-01",.6890062,633.8857,2.756025
"Gubbi","Tumkur",2018,4,"CookStove",244072,13,396,12,4752,"2018-04-01",.6890062,3274.157,8.268074
"Gubbi","Tumkur",2015,3,"SolarLight",244072,13,324.4546,9.636364,3126.562,"2015-03-01",.6890062,2154.22,6.639514
"Gubbi","Tumkur",2015,10,"CookStove",244072,13,161,8,1288,"2015-10-01",.6890062,887.4399,5.51205
"Gubbi","Tumkur",2018,2,"CookStove",244072,13,264.5,10,2645,"2018-02-01",.6890062,1822.421,6.890062
"Gubbi","Tumkur",2014,10,"CookStove",244072,13,301.5,60.5,18240.75,"2014-10-01",.6890062,12567.99,41.68488
"Gubbi","Tumkur",2018,3,"SolarLight",244072,13,345.75,1.625,561.8438,"2018-03-01",.6890062,387.1138,1.119635
"Gubbi","Tumkur",2016,1,"CookStove",244072,13,161,8,1288,"2016-01-01",.6890062,887.4399,5.51205
"Gubbi","Tumkur",2016,6,"SolarLight",244072,13,534,2.5,1335,"2016-06-01",.6890062,919.8232,1.722515
"Gubbi","Tumkur",2015,9,"SolarLight",244072,13,524.5,1,524.5,"2015-09-01",.6890062,361.3837,.6890062
"Gubbi","Tumkur",2017,11,"SolarLight",244072,13,339.2,3,1017.6,"2017-11-01",.6890062,701.1327,2.067019
"Gubbi","Tumkur",2017,1,"CookStove",244072,13,278.5,14,3899,"2017-01-01",.6890062,2686.435,9.646087
"Gubbi","Tumkur",2015,3,"CookStove",244072,13,161,113,18193,"2015-03-01",.6890062,12535.09,77.8577
"Gubbi","Tumkur",2018,2,"SolarLight",244072,13,489.7143,5.857143,2868.326,"2018-02-01",.6890062,1976.295,4.035608
"Gubbi","Tumkur",2017,3,"SolarLight",244072,13,296.25,2.25,666.5625,"2017-03-01",.6890062,459.2657,1.550264
"Gubbi","Tumkur",2017,4,"SolarLight",244072,13,274,1,274,"2017-04-01",.6890062,188.7877,.6890062
"Gubbi","Tumkur",2013,2,"GobarGasPlant",244072,13,10,2,20,"2013-02-01",.6890062,13.78012,1.378012
"Gubbi","Tumkur",2014,7,"SolarLight",244072,13,393.9091,3.909091,1539.826,"2014-07-01",.6890062,1060.95,2.693388
"Gubbi","Tumkur",2018,8,"CookStove",244072,13,396,4,1584,"2018-08-01",.6890062,1091.386,2.756025
"Gubbi","Tumkur",2014,2,"SolarLight",244072,13,484,3.333333,1613.333,"2014-02-01",.6890062,1111.597,2.296687
"Gubbi","Tumkur",2018,8,"SolarLight",244072,13,386,2,772,"2018-08-01",.6890062,531.9128,1.378012
"Gubbi","Tumkur",2015,12,"CookStove",244072,13,161,29,4669,"2015-12-01",.6890062,3216.97,19.98118
"Gubbi","Tumkur",2017,10,"SolarLight",244072,13,381.1429,4,1524.571,"2017-10-01",.6890062,1050.439,2.756025
"Gubbi","Tumkur",2016,11,"SolarLight",244072,13,604,2,1208,"2016-11-01",.6890062,832.3195,1.378012
"Gubbi","Tumkur",2015,8,"SolarLight",244072,13,508.4,9.4,4778.96,"2015-08-01",.6890062,3292.733,6.476658
"Gubbi","Tumkur",2015,11,"SolarLight",244072,13,351.4,6.5,2284.1,"2015-11-01",.6890062,1573.759,4.47854
"Gubbi","Tumkur",2016,2,"SolarLight",244072,13,604,2,1208,"2016-02-01",.6890062,832.3195,1.378012
"Gubbi","Tumkur",2013,8,"SolarLight",244072,13,240,1,240,"2013-08-01",.6890062,165.3615,.6890062
"Gubbi","Tumkur",2015,2,"SolarLight",244072,13,553.3333,2,1106.667,"2015-02-01",.6890062,762.5002,1.378012
"Gubbi","Tumkur",2015,2,"CookStove",244072,13,161,73,11753,"2015-02-01",.6890062,8097.89,50.29745
"Gubbi","Tumkur",2014,9,"SolarLight",244072,13,405.6923,11.84615,4805.894,"2014-09-01",.6890062,3311.29,8.162073
"Gubbi","Tumkur",2015,4,"CookStove",244072,13,301.5,9.5,2864.25,"2015-04-01",.6890062,1973.486,6.545559
"Gubbi","Tumkur",2015,6,"SolarLight",244072,13,400.6667,7.5,3005,"2015-06-01",.6890062,2070.464,5.167546
"Gubbi","Tumkur",2018,5,"SolarLight",244072,13,142,2,284,"2018-05-01",.6890062,195.6777,1.378012
"Gubbi","Tumkur",2014,9,"CookStove",244072,13,161,137,22057,"2014-09-01",.6890062,15197.41,94.39384
"Gubbi","Tumkur",2017,12,"CookStove",244072,13,264.5,14.5,3835.25,"2017-12-01",.6890062,2642.511,9.99059
"Gubbi","Tumkur",2015,5,"CookStove",244072,13,301.5,6,1809,"2015-05-01",.6890062,1246.412,4.134037
"Gubbi","Tumkur",2013,1,"GobarGasPlant",244072,13,10,1,10,"2013-01-01",.6890062,6.890062,.6890062
"Gubbi","Tumkur",2017,1,"SolarLight",244072,13,481.3333,1.333333,641.7778,"2017-01-01",.6890062,442.1888,.9186749
"Gubbi","Tumkur",2018,9,"SolarLight",244072,13,333.6667,1.333333,444.8889,"2018-09-01",.6890062,306.5312,.9186749
"Gubbi","Tumkur",2015,12,"SolarLight",244072,13,424.4286,1.571429,666.9592,"2015-12-01",.6890062,459.539,1.082724
"Gubbi","Tumkur",2014,1,"SolarLight",244072,13,460,1,460,"2014-01-01",.6890062,316.9428,.6890062
"Gubbi","Tumkur",2014,3,"SolarLight",244072,13,464.25,5.5,2553.375,"2014-03-01",.6890062,1759.291,3.789534
"Gubbi","Tumkur",2016,4,"SolarLight",244072,13,934,3,2802,"2016-04-01",.6890062,1930.595,2.067019
"Gubbi","Tumkur",2018,4,"SolarLight",244072,13,663.6667,3.666667,2433.444,"2018-04-01",.6890062,1676.658,2.526356
"Gubbi","Tumkur",2013,3,"GobarGasPlant",244072,13,498,1,498,"2013-03-01",.6890062,343.1251,.6890062
"Gubbi","Tumkur",2016,11,"CookStove",244072,13,278.5,5.5,1531.75,"2016-11-01",.6890062,1055.385,3.789534
"Gubbi","Tumkur",2013,10,"SolarLight",244072,13,868,1,868,"2013-10-01",.6890062,598.0574,.6890062
"Gubbi","Tumkur",2015,7,"SolarLight",244072,13,339.75,5.25,1783.688,"2015-07-01",.6890062,1228.972,3.617282
"Gubbi","Tumkur",2013,11,"SolarLight",244072,13,240,1,240,"2013-11-01",.6890062,165.3615,.6890062
"Gubbi","Tumkur",2017,8,"CookStove",244072,13,396,2,792,"2017-08-01",.6890062,545.6929,1.378012
"Gubbi","Tumkur",2017,2,"CookStove",244072,13,161,1,161,"2017-02-01",.6890062,110.93,.6890062
"Gubbi","Tumkur",2015,6,"CookStove",244072,13,161,115,18515,"2015-06-01",.6890062,12756.95,79.23571
"Gubbi","Tumkur",2015,5,"SolarLight",244072,13,585,2.5,1462.5,"2015-05-01",.6890062,1007.672,1.722515
"Gubbi","Tumkur",2016,10,"SolarLight",244072,13,405.75,2.75,1115.813,"2016-10-01",.6890062,768.8017,1.894767
"Gubbi","Tumkur",2014,11,"SolarLight",244072,13,382,5.6,2139.2,"2014-11-01",.6890062,1473.922,3.858435
"Gubbi","Tumkur",2016,7,"SolarLight",244072,13,274,1,274,"2016-07-01",.6890062,188.7877,.6890062
"Gubbi","Tumkur",2018,6,"CookStove",244072,13,396,16,6336,"2018-06-01",.6890062,4365.543,11.0241
"Gubbi","Tumkur",2016,3,"SolarLight",244072,13,893,3.5,3125.5,"2016-03-01",.6890062,2153.489,2.411522
"Gubbi","Tumkur",2017,8,"SolarLight",244072,13,586.5,1,586.5,"2017-08-01",.6890062,404.1021,.6890062
"Gubbi","Tumkur",2018,1,"CookStove",244072,13,278.5,6,1671,"2018-01-01",.6890062,1151.329,4.134037
"Gubbi","Tumkur",2018,5,"CookStove",244072,13,396,7,2772,"2018-05-01",.6890062,1909.925,4.823043
"Gubbi","Tumkur",2016,3,"CookStove",244072,13,161,10,1610,"2016-03-01",.6890062,1109.3,6.890062
"Gubbi","Tumkur",2018,7,"SolarLight",244072,13,326.4,3.6,1175.04,"2018-07-01",.6890062,809.6098,2.480422
"Gubbi","Tumkur",2018,8,"GreenwayJumboStoveGJS1",244072,13,396,4,1584,"2018-08-01",.6890062,1091.386,2.756025
"Gubbi","Tumkur",2017,12,"SolarLight",244072,13,383.7143,1.714286,657.7959,"2017-12-01",.6890062,453.2255,1.181153
"Gubbi","Tumkur",2013,12,"SolarLight",244072,13,658.6667,1.333333,878.2222,"2013-12-01",.6890062,605.1005,.9186749
"Gubbi","Tumkur",2018,1,"SolarLight",244072,13,268.6667,2.166667,582.1111,"2018-01-01",.6890062,401.0782,1.492847
"Gubbi","Tumkur",2017,2,"SolarLight",244072,13,449.6667,1.333333,599.5555,"2017-02-01",.6890062,413.0975,.9186749
"Gubbi","Tumkur",2013,7,"GobarGasPlant",244072,13,162,1,162,"2013-07-01",.6890062,111.619,.6890062
"Gubbi","Tumkur",2016,12,"SolarLight",244072,13,462.3333,1,462.3333,"2016-12-01",.6890062,318.5505,.6890062
"Gundlupet","Chamarajanagar",2015,4,"CookStove",194965,1.6,161,6,966,"2015-04-01",.5503789,531.6661,3.302274
"Gundlupet","Chamarajanagar",2017,8,"SolarLight",194965,1.6,327.5,1.5,491.25,"2017-08-01",.5503789,270.3737,.8255684
"Gundlupet","Chamarajanagar",2014,8,"SolarLight",194965,1.6,254,2,508,"2014-08-01",.5503789,279.5925,1.100758
"Gundlupet","Chamarajanagar",2016,8,"SolarLight",194965,1.6,566,2.333333,1320.667,"2016-08-01",.5503789,726.8671,1.284218
"Gundlupet","Chamarajanagar",2016,6,"SolarLight",194965,1.6,64,1.5,96,"2016-06-01",.5503789,52.83638,.8255684
"Gundlupet","Chamarajanagar",2016,3,"SolarLight",194965,1.6,118,1,118,"2016-03-01",.5503789,64.94472,.5503789
"Gundlupet","Chamarajanagar",2014,3,"GobarGasPlant",194965,1.6,178,1,178,"2014-03-01",.5503789,97.96745,.5503789
"Gundlupet","Chamarajanagar",2014,9,"GobarGasPlant",194965,1.6,178,1,178,"2014-09-01",.5503789,97.96745,.5503789
"Gundlupet","Chamarajanagar",2015,10,"SolarLight",194965,1.6,118.8,1,118.8,"2015-10-01",.5503789,65.38502,.5503789
"Gundlupet","Chamarajanagar",2018,8,"SolarLight",194965,1.6,152,4.5,684,"2018-08-01",.5503789,376.4592,2.476705
"Gundlupet","Chamarajanagar",2017,2,"CookStove",194965,1.6,161,2,322,"2017-02-01",.5503789,177.222,1.100758
"Gundlupet","Chamarajanagar",2013,2,"GobarGasPlant",194965,1.6,10,1,10,"2013-02-01",.5503789,5.503789,.5503789
"Gundlupet","Chamarajanagar",2014,7,"CookStove",194965,1.6,161,7,1127,"2014-07-01",.5503789,620.2771,3.852653
"Gundlupet","Chamarajanagar",2013,11,"GobarGasPlant",194965,1.6,422,1,422,"2013-11-01",.5503789,232.2599,.5503789
"Gundlupet","Chamarajanagar",2015,5,"CookStove",194965,1.6,161,15,2415,"2015-05-01",.5503789,1329.165,8.255684
